Organization (Aggregated),Enabled Users,% Active Users,Average Copilot Actions,Avg Active Days,% Power Users,Date
Pulp Fiction,9,100.0%,13.2,2.8,11.1%,2026-02-15 00:00:00
Pulp Fiction,9,100.0%,20.6,3.1,11.1%,2026-02-22 00:00:00
Pulp Fiction,10,100.0%,19.0,3.5,10.0%,2026-03-01 00:00:00
Pulp Fiction,10,100.0%,18.2,3.1,10.0%,2026-03-08 00:00:00
Pulp Fiction,10,100.0%,13.8,2.7,10.0%,2026-03-15 00:00:00
Pulp Fiction,10,70.0%,4.8,0.7,10.0%,2026-03-22 00:00:00
The Shawshank Redemption,17,65.2%,11.6,2.3,,2025-03-30 00:00:00
The Shawshank Redemption,18,62.5%,16.7,2.4,,2025-04-06 00:00:00
The Shawshank Redemption,17,60.9%,16.5,2.1,,2025-04-13 00:00:00
The Shawshank Redemption,17,73.9%,12.7,2.6,,2025-04-20 00:00:00
The Shawshank Redemption,16,54.5%,8.7,1.5,,2025-04-27 00:00:00
The Shawshank Redemption,18,66.7%,11.3,2.1,,2025-05-04 00:00:00
The Shawshank Redemption,17,47.8%,12.1,1.7,,2025-05-11 00:00:00
The Shawshank Redemption,17,56.5%,9.8,2.2,,2025-05-18 00:00:00
The Shawshank Redemption,17,65.2%,7.1,1.9,4.3%,2025-05-25 00:00:00
The Shawshank Redemption,17,66.7%,12.2,2.5,8.3%,2025-06-01 00:00:00
The Shawshank Redemption,17,62.5%,10.1,2.3,8.3%,2025-06-08 00:00:00
The Shawshank Redemption,17,60.9%,9.5,1.9,8.7%,2025-06-15 00:00:00
The Shawshank Redemption,18,75.0%,26.1,3.2,12.5%,2025-06-22 00:00:00
The Shawshank Redemption,17,65.2%,13.1,2.8,13.0%,2025-06-29 00:00:00
The Shawshank Redemption,18,69.6%,16.5,2.7,17.4%,2025-07-06 00:00:00
The Shawshank Redemption,16,72.7%,17.2,2.5,18.2%,2025-07-13 00:00:00
The Shawshank Redemption,16,71.4%,18.6,2.9,19.0%,2025-07-20 00:00:00
The Shawshank Redemption,15,70.0%,22.0,2.6,20.0%,2025-07-27 00:00:00
The Shawshank Redemption,15,66.7%,25.4,2.9,23.8%,2025-08-03 00:00:00
The Shawshank Redemption,15,66.7%,20.4,2.6,19.0%,2025-08-10 00:00:00
The Shawshank Redemption,12,61.1%,21.8,1.9,16.7%,2025-08-17 00:00:00
The Shawshank Redemption,11,61.1%,19.4,1.7,16.7%,2025-08-24 00:00:00
The Shawshank Redemption,16,66.7%,15.8,2.7,25.0%,2025-08-31 00:00:00
The Shawshank Redemption,15,47.8%,16.9,2.3,21.7%,2025-09-07 00:00:00
The Shawshank Redemption,17,70.8%,21.5,2.6,25.0%,2025-09-14 00:00:00
The Shawshank Redemption,17,73.9%,25.1,2.7,26.1%,2025-09-21 00:00:00
The Shawshank Redemption,17,56.5%,17.5,2.0,26.1%,2025-09-28 00:00:00
The Shawshank Redemption,17,66.7%,33.4,2.8,25.0%,2025-10-05 00:00:00
The Shawshank Redemption,16,65.2%,30.2,2.6,21.7%,2025-10-12 00:00:00
The Shawshank Redemption,14,66.7%,24.8,2.7,23.8%,2025-10-19 00:00:00
The Shawshank Redemption,17,69.6%,36.6,3.4,21.7%,2025-10-26 00:00:00
The Shawshank Redemption,18,73.9%,37.4,3.0,26.1%,2025-11-02 00:00:00
The Shawshank Redemption,18,69.6%,22.5,2.7,26.1%,2025-11-09 00:00:00
The Shawshank Redemption,18,78.3%,30.1,2.9,30.4%,2025-11-16 00:00:00
The Shawshank Redemption,18,73.9%,40.6,3.2,34.8%,2025-11-23 00:00:00
The Shawshank Redemption,18,73.9%,23.9,3.1,34.8%,2025-11-30 00:00:00
The Shawshank Redemption,18,78.3%,30.1,2.8,39.1%,2025-12-07 00:00:00
The Shawshank Redemption,18,73.9%,19.7,2.9,39.1%,2025-12-14 00:00:00
The Shawshank Redemption,14,52.6%,9.1,1.4,36.8%,2025-12-21 00:00:00
The Shawshank Redemption,15,44.4%,7.5,1.3,44.4%,2025-12-28 00:00:00
The Shawshank Redemption,19,65.2%,14.6,2.0,34.8%,2026-01-04 00:00:00
The Shawshank Redemption,19,79.2%,19.4,2.6,33.3%,2026-01-11 00:00:00
The Shawshank Redemption,18,69.6%,22.8,2.8,34.8%,2026-01-18 00:00:00
The Shawshank Redemption,18,69.6%,19.0,2.4,34.8%,2026-01-25 00:00:00
The Shawshank Redemption,18,78.3%,23.8,2.8,30.4%,2026-02-01 00:00:00
The Shawshank Redemption,20,83.3%,27.9,3.2,33.3%,2026-02-08 00:00:00
The Shawshank Redemption,19,81.0%,34.7,3.4,38.1%,2026-02-15 00:00:00
The Shawshank Redemption,21,87.0%,23.5,3.0,34.8%,2026-02-22 00:00:00
The Shawshank Redemption,22,83.3%,30.1,3.3,33.3%,2026-03-01 00:00:00
The Shawshank Redemption,21,91.3%,31.9,3.3,34.8%,2026-03-08 00:00:00
The Shawshank Redemption,21,82.6%,36.0,3.0,39.1%,2026-03-15 00:00:00
The Shawshank Redemption,22,62.5%,10.9,0.7,37.5%,2026-03-22 00:00:00

